number,callSign,status,codeshareStatus,isCargo,direction,departure.scheduledTime.utc,departure.scheduledTime.local,departure.revisedTime.utc,departure.revisedTime.local,departure.terminal,departure.gate,departure.quality,arrival.airport.icao,arrival.airport.iata,arrival.airport.name,arrival.airport.timeZone,arrival.scheduledTime.utc,arrival.scheduledTime.local,arrival.revisedTime.utc,arrival.revisedTime.local,arrival.quality,aircraft.reg,aircraft.modeS,aircraft.model,airline.name,airline.iata,airline.icao,arrival.terminal,arrival.baggageBelt,arrival.gate,arrival.runwayTime.utc,arrival.runwayTime.local,departure.runwayTime.utc,departure.runwayTime.local,departure.airport.icao,departure.airport.iata,departure.airport.name,departure.airport.timeZone,departure.checkInDesk
LH 6636,ACA117,Departed,IsCodeshared,False,departures,2025-12-19 21:40Z,2025-12-19 16:40-05:00,2025-12-19 21:51Z,2025-12-19 16:51-05:00,1,D36,"['Basic', 'Live']",CYVR,YVR,Vancouver,America/Vancouver,2025-12-20 02:57Z,2025-12-19 18:57-08:00,2025-12-20 02:57Z,2025-12-19 18:57-08:00,"['Basic', 'Live']",C-FGKZ,C010F6,Airbus A321,Lufthansa,LH,DLH,M,5,C46,,,,,,,,,
OS 8342,ACA117,Departed,IsCodeshared,False,departures,2025-12-19 21:40Z,2025-12-19 16:40-05:00,2025-12-19 21:51Z,2025-12-19 16:51-05:00,1,D36,"['Basic', 'Live']",CYVR,YVR,Vancouver,America/Vancouver,2025-12-20 02:57Z,2025-12-19 18:57-08:00,2025-12-20 02:57Z,2025-12-19 18:57-08:00,"['Basic', 'Live']",C-FGKZ,C010F6,Airbus A321,Austrian,OS,AUA,M,5,C46,,,,,,,,,
AC 117,ACA117,Departed,IsOperator,False,departures,2025-12-19 21:40Z,2025-12-19 16:40-05:00,2025-12-19 21:51Z,2025-12-19 16:51-05:00,1,D36,"['Basic', 'Live']",CYVR,YVR,Vancouver,America/Vancouver,2025-12-20 02:57Z,2025-12-19 18:57-08:00,2025-12-20 02:57Z,2025-12-19 18:57-08:00,"['Basic', 'Live']",C-FGKZ,C010F6,Airbus A321,Air Canada,AC,ACA,M,5,C46,,,,,,,,,
AC 8257,ACA8257,Departed,IsOperator,False,departures,2025-12-19 21:15Z,2025-12-19 16:15-05:00,2025-12-19 21:52Z,2025-12-19 16:52-05:00,1,D9,"['Basic', 'Live']",CYXU,YXU,London,America/Toronto,2025-12-19 22:05Z,2025-12-19 17:05-05:00,,,['Basic'],C-FEKI,C00B9D,Embraer 175,Air Canada,AC,ACA,,,,,,,,,,,,
AC 1359,ACA1359,Departed,IsOperator,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 21:55Z,2025-12-19 16:55-05:00,1,E72,"['Basic', 'Live']",MMMY,MTY,Monterrey,America/Monterrey,2025-12-20 02:30Z,2025-12-19 20:30-06:00,2025-12-20 02:27Z,2025-12-19 20:27-06:00,['Basic'],C-GVUH,C07E2C,Airbus A220-300,Air Canada,AC,ACA,A,,,,,,,,,,,
AC 149,ACA149,Departed,IsOperator,False,departures,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:56Z,2025-12-19 16:56-05:00,1,D38,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 01:54Z,2025-12-19 18:54-07:00,2025-12-20 02:27Z,2025-12-19 19:27-07:00,"['Basic', 'Live']",C-GIUF,C05BD6,Airbus A321,Air Canada,AC,ACA,D,,C50,,,,,,,,,
LH 6633,ACA149,Departed,IsCodeshared,False,departures,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:56Z,2025-12-19 16:56-05:00,1,D38,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 01:54Z,2025-12-19 18:54-07:00,2025-12-20 02:27Z,2025-12-19 19:27-07:00,"['Basic', 'Live']",C-GIUF,C05BD6,Airbus A321,Lufthansa,LH,DLH,D,,C50,,,,,,,,,
OS 8265,ACA149,Departed,IsCodeshared,False,departures,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:56Z,2025-12-19 16:56-05:00,1,D38,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 01:54Z,2025-12-19 18:54-07:00,2025-12-20 02:27Z,2025-12-19 19:27-07:00,"['Basic', 'Live']",C-GIUF,C05BD6,Airbus A321,Austrian,OS,AUA,D,,C50,,,,,,,,,
AV 6936,ACA149,Departed,IsCodeshared,False,departures,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:56Z,2025-12-19 16:56-05:00,1,D38,"['Basic', 'Live']",CYYC,YYC,Calgary,America/Edmonton,2025-12-20 01:54Z,2025-12-19 18:54-07:00,2025-12-20 02:27Z,2025-12-19 19:27-07:00,"['Basic', 'Live']",C-GIUF,C05BD6,Airbus A321,Avianca,AV,AVA,D,,C50,,,,,,,,,
AC 1812,ACA1812,Departed,IsOperator,False,departures,2025-12-19 22:00Z,2025-12-19 17:00-05:00,2025-12-19 21:59Z,2025-12-19 16:59-05:00,1,E81,"['Basic', 'Live']",MMUN,CUN,Cancún,America/Cancun,2025-12-20 02:15Z,2025-12-19 21:15-05:00,2025-12-20 02:06Z,2025-12-19 21:06-05:00,['Basic'],C-FJQD,C01968,Airbus A321,Air Canada,AC,ACA,3,,,,,,,,,,,
AC 8784,ACA8784,Departed,IsOperator,False,departures,2025-12-19 21:30Z,2025-12-19 16:30-05:00,2025-12-19 21:59Z,2025-12-19 16:59-05:00,1,F98,"['Basic', 'Live']",KDCA,DCA,Washington,America/New_York,2025-12-19 23:05Z,2025-12-19 18:05-05:00,2025-12-19 23:32Z,2025-12-19 18:32-05:00,"['Basic', 'Live']",C-FRQW,C02E9B,Embraer 175,Air Canada,AC,ACA,1,,,,,,,,,,,
HA 7033,ASA391,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A11,"['Basic', 'Live']",KSEA,SEA,Seattle,America/Los_Angeles,2025-12-20 03:11Z,2025-12-19 19:11-08:00,2025-12-20 03:48Z,2025-12-19 19:48-08:00,"['Basic', 'Live']",N214AK,A1C868,Boeing 737,Hawaiian,HA,HAL,,,,,,,,,,,,
QR 3352,ASA391,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A11,"['Basic', 'Live']",KSEA,SEA,Seattle,America/Los_Angeles,2025-12-20 03:11Z,2025-12-19 19:11-08:00,2025-12-20 03:48Z,2025-12-19 19:48-08:00,"['Basic', 'Live']",N214AK,A1C868,Boeing 737,Qatar,QR,QTR,,,,,,,,,,,,
TN 2695,ASA391,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A11,"['Basic', 'Live']",KSEA,SEA,Seattle,America/Los_Angeles,2025-12-20 03:11Z,2025-12-19 19:11-08:00,2025-12-20 03:48Z,2025-12-19 19:48-08:00,"['Basic', 'Live']",N214AK,A1C868,Boeing 737,Air Tahiti Nui,TN,THT,,,,,,,,,,,,
AS 391,ASA391,Departed,IsOperator,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A11,"['Basic', 'Live']",KSEA,SEA,Seattle,America/Los_Angeles,2025-12-20 03:11Z,2025-12-19 19:11-08:00,2025-12-20 03:48Z,2025-12-19 19:48-08:00,"['Basic', 'Live']",N214AK,A1C868,Boeing 737,Alaska,AS,ASA,,,,,,,,,,,,
VS 1836,EDV4881,Departed,IsCodeshared,False,departures,2025-12-19 20:38Z,2025-12-19 15:38-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A6,"['Basic', 'Live']",KDTW,DTW,Detroit,America/Detroit,2025-12-19 22:07Z,2025-12-19 17:07-05:00,2025-12-19 23:12Z,2025-12-19 18:12-05:00,"['Basic', 'Live']",N909XJ,AC92B1,Canadair CRJ 900,Virgin Atlantic,VS,VIR,M,,,,,,,,,,,
AF 8828,EDV4881,Departed,IsCodeshared,False,departures,2025-12-19 20:38Z,2025-12-19 15:38-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A6,"['Basic', 'Live']",KDTW,DTW,Detroit,America/Detroit,2025-12-19 22:07Z,2025-12-19 17:07-05:00,2025-12-19 23:12Z,2025-12-19 18:12-05:00,"['Basic', 'Live']",N909XJ,AC92B1,Canadair CRJ 900,Air France,AF,AFR,M,,,,,,,,,,,
WS 6473,EDV4881,Departed,IsCodeshared,False,departures,2025-12-19 20:38Z,2025-12-19 15:38-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A6,"['Basic', 'Live']",KDTW,DTW,Detroit,America/Detroit,2025-12-19 22:07Z,2025-12-19 17:07-05:00,2025-12-19 23:12Z,2025-12-19 18:12-05:00,"['Basic', 'Live']",N909XJ,AC92B1,Canadair CRJ 900,WestJet,WS,WJA,M,,,,,,,,,,,
DL 4881,DAL4881,Departed,IsOperator,False,departures,2025-12-19 20:38Z,2025-12-19 15:38-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A6,"['Basic', 'Live']",KDTW,DTW,Detroit,America/Detroit,2025-12-19 22:07Z,2025-12-19 17:07-05:00,2025-12-19 23:12Z,2025-12-19 18:12-05:00,"['Basic', 'Live']",N909XJ,AC92B1,Canadair CRJ 900,Delta Air Lines,DL,DAL,M,,,,,,,,,,,
KL 7274,EDV4881,Departed,IsCodeshared,False,departures,2025-12-19 20:38Z,2025-12-19 15:38-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,3,A6,"['Basic', 'Live']",KDTW,DTW,Detroit,America/Detroit,2025-12-19 22:07Z,2025-12-19 17:07-05:00,2025-12-19 23:12Z,2025-12-19 18:12-05:00,"['Basic', 'Live']",N909XJ,AC92B1,Canadair CRJ 900,KLM,KL,KLM,M,,,,,,,,,,,
UL 3643,,Delayed,IsCodeshared,False,departures,2025-12-19 18:05Z,2025-12-19 13:05-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,1,E83,"['Basic', 'Live']",VIDP,DEL,New Delhi,Asia/Kolkata,2025-12-20 09:25Z,2025-12-20 14:55+05:30,,,['Basic'],,,Boeing 777-300ER,SriLankan,UL,ALK,3,,,,,,,,,,,
AI 188,,Delayed,IsOperator,False,departures,2025-12-19 18:05Z,2025-12-19 13:05-05:00,2025-12-19 22:00Z,2025-12-19 17:00-05:00,1,E83,"['Basic', 'Live']",VIDP,DEL,New Delhi,Asia/Kolkata,2025-12-20 09:25Z,2025-12-20 14:55+05:30,,,['Basic'],,,Boeing 777-300ER,Air India,AI,AIC,3,,,,,,,,,,,
PD 6014,AAL5885,Departed,IsCodeshared,False,departures,2025-12-19 21:06Z,2025-12-19 16:06-05:00,2025-12-19 22:07Z,2025-12-19 17:07-05:00,3,A9,"['Basic', 'Live']",KPHL,PHL,Philadelphia,America/New_York,2025-12-19 22:51Z,2025-12-19 17:51-05:00,2025-12-19 23:21Z,2025-12-19 18:21-05:00,"['Basic', 'Live']",N902BC,AC76B6,Embraer 145,Porter,PD,POE,F,,,,,,,,,,,
PI 5885,AAL5885,Departed,IsCodeshared,False,departures,2025-12-19 21:06Z,2025-12-19 16:06-05:00,2025-12-19 22:07Z,2025-12-19 17:07-05:00,3,A9,"['Basic', 'Live']",KPHL,PHL,Philadelphia,America/New_York,2025-12-19 22:51Z,2025-12-19 17:51-05:00,2025-12-19 23:21Z,2025-12-19 18:21-05:00,"['Basic', 'Live']",N902BC,AC76B6,Embraer 145,Polar,PI,RKA,F,,,,,,,,,,,
QR 9548,AAL5885,Departed,IsCodeshared,False,departures,2025-12-19 21:06Z,2025-12-19 16:06-05:00,2025-12-19 22:07Z,2025-12-19 17:07-05:00,3,A9,"['Basic', 'Live']",KPHL,PHL,Philadelphia,America/New_York,2025-12-19 22:51Z,2025-12-19 17:51-05:00,2025-12-19 23:21Z,2025-12-19 18:21-05:00,"['Basic', 'Live']",N902BC,AC76B6,Embraer 145,Qatar,QR,QTR,F,,,,,,,,,,,
AA 5885,AAL5885,Departed,IsOperator,False,departures,2025-12-19 21:06Z,2025-12-19 16:06-05:00,2025-12-19 22:07Z,2025-12-19 17:07-05:00,3,A9,"['Basic', 'Live']",KPHL,PHL,Philadelphia,America/New_York,2025-12-19 22:51Z,2025-12-19 17:51-05:00,2025-12-19 23:21Z,2025-12-19 18:21-05:00,"['Basic', 'Live']",N902BC,AC76B6,Embraer 145,American,AA,AAL,F,,,,,2025-12-19 19:49Z,2025-12-19 14:49-05:00,,,,,
AC 1818,ACA1818,Departed,IsOperator,False,departures,2025-12-19 21:40Z,2025-12-19 16:40-05:00,2025-12-19 22:10Z,2025-12-19 17:10-05:00,1,E74,"['Basic', 'Live']",TXKF,BDA,Hamilton,Atlantic/Bermuda,2025-12-20 00:30Z,2025-12-19 20:30-04:00,2025-12-20 00:59Z,2025-12-19 20:59-04:00,['Basic'],C-GHPD,C058AE,Airbus A321,Air Canada,AC,ACA,,,,,,,,,,,,
AC 8201,ACA8201,Departed,IsOperator,False,departures,2025-12-19 20:15Z,2025-12-19 15:15-05:00,2025-12-19 22:10Z,2025-12-19 17:10-05:00,1,D11,"['Basic', 'Live']",CYAM,YAM,Sault Ste Marie,America/Toronto,,,,,[],C-GJZH,C05EFE,De Havilland Canada DHC-8-400 Dash 8Q,Air Canada,AC,ACA,,,,,,,,,,,,
AC 8705,ACA8705,Departed,IsOperator,False,departures,2025-12-19 21:20Z,2025-12-19 16:20-05:00,2025-12-19 22:12Z,2025-12-19 17:12-05:00,1,F84,"['Basic', 'Live']",KCVG,CVG,Cincinnati,America/New_York,2025-12-19 23:00Z,2025-12-19 18:00-05:00,2025-12-20 00:05Z,2025-12-19 19:05-05:00,"['Basic', 'Live']",C-GJIZ,C05D56,Canadair CRJ 900,Air Canada,AC,ACA,,,,,,,,,,,,
DL 3829,DAL3829,Departed,IsOperator,False,departures,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,3,A13,"['Basic', 'Live']",KMSP,MSP,Minneapolis,America/Chicago,2025-12-20 00:50Z,2025-12-19 18:50-06:00,2025-12-20 00:59Z,2025-12-19 18:59-06:00,"['Basic', 'Live']",N258SY,A276DD,Embraer 175,Delta Air Lines,DL,DAL,1,,,,,,,,,,,
WS 6354,SKW3829,Departed,IsCodeshared,False,departures,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,3,A13,"['Basic', 'Live']",KMSP,MSP,Minneapolis,America/Chicago,2025-12-20 00:50Z,2025-12-19 18:50-06:00,2025-12-20 00:59Z,2025-12-19 18:59-06:00,"['Basic', 'Live']",N258SY,A276DD,Embraer 175,WestJet,WS,WJA,1,,,,,,,,,,,
TS 986,TSC986,Departed,IsOperator,False,departures,2025-12-19 22:10Z,2025-12-19 17:10-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,3,C30,"['Basic', 'Live']",MDPC,PUJ,Punta Cana,America/Santo_Domingo,2025-12-20 02:30Z,2025-12-19 22:30-04:00,2025-12-20 02:26Z,2025-12-19 22:26-04:00,['Basic'],C-GUBT,C079A6,Airbus A330,Air Transat,TS,TSC,A,,,,,,,,,,,
AC 8696,JZA696,Departed,IsOperator,False,departures,2025-12-19 21:20Z,2025-12-19 16:20-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,1,F60,"['Basic', 'Live']",KBOS,BOS,Boston,America/New_York,2025-12-19 23:02Z,2025-12-19 18:02-05:00,2025-12-19 23:00Z,2025-12-19 18:00-05:00,"['Basic', 'Live']",C-FFYG,C00FAB,Embraer 175,Air Canada,AC,ACA,B,,,,,,,,,,,
AC 1292,ACA1292,Departed,IsOperator,False,departures,2025-12-19 19:10Z,2025-12-19 14:10-05:00,2025-12-19 22:13Z,2025-12-19 17:13-05:00,1,F32,"['Basic', 'Live']",KRSW,RSW,Fort Myers,America/New_York,2025-12-19 22:27Z,2025-12-19 17:27-05:00,2025-12-19 22:15Z,2025-12-19 17:15-05:00,"['Basic', 'Live']",C-GVUO,C07E33,Airbus A220-300,Air Canada,AC,ACA,,,,,,,,,,,,
AA 9114,,Departed,IsCodeshared,False,departures,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:19Z,2025-12-19 17:19-05:00,3,B2A,"['Basic', 'Live']",CYOW,YOW,Ottawa,America/Toronto,2025-12-19 23:25Z,2025-12-19 18:25-05:00,2025-12-19 23:14Z,2025-12-19 18:14-05:00,"['Basic', 'Live']",,,,American,AA,AAL,D,5,22,,,,,,,,,
PD 167,,Departed,IsOperator,False,departures,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:19Z,2025-12-19 17:19-05:00,3,B2A,"['Basic', 'Live']",CYOW,YOW,Ottawa,America/Toronto,2025-12-19 23:25Z,2025-12-19 18:25-05:00,2025-12-19 23:14Z,2025-12-19 18:14-05:00,"['Basic', 'Live']",,,,Porter,PD,POE,D,5,22,,,,,,,,,
TS 7967,,Departed,IsCodeshared,False,departures,2025-12-19 22:15Z,2025-12-19 17:15-05:00,2025-12-19 22:19Z,2025-12-19 17:19-05:00,3,B2A,"['Basic', 'Live']",CYOW,YOW,Ottawa,America/Toronto,2025-12-19 23:25Z,2025-12-19 18:25-05:00,2025-12-19 23:14Z,2025-12-19 18:14-05:00,"['Basic', 'Live']",,,,Air Transat,TS,TSC,D,5,22,,,,,,,,,
TS 164,TSC164,Departed,IsOperator,False,departures,2025-12-19 22:00Z,2025-12-19 17:00-05:00,2025-12-19 22:19Z,2025-12-19 17:19-05:00,3,B19,"['Basic', 'Live']",SYCJ,GEO,Georgetown,America/Guyana,2025-12-20 04:15Z,2025-12-20 00:15-04:00,2025-12-20 03:45Z,2025-12-19 23:45-04:00,['Basic'],C-GOIO,C06A7F,Airbus A320,Air Transat,TS,TSC,,,,,,,,,,,,
WS 385,WJA385,Expected,IsOperator,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",C-FUSM,C036B1,Boeing 737-800,WestJet,WS,WJA,,3,,,,,,,,,,
AM 7177,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Aeromexico,AM,AMX,,3,,,,,,,,,,
EK 4693,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Emirates,EK,UAE,,3,,,,,,,,,,
CX 7058,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Cathay Pacific,CX,CPA,,3,,,,,,,,,,
KE 6549,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Korean Air,KE,KAL,,3,,,,,,,,,,
MU 1981,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,China Eastern,MU,CES,,3,,,,,,,,,,
DL 7168,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Delta Air Lines,DL,DAL,,3,,,,,,,,,,
TS 8815,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Air Transat,TS,TSC,,3,,,,,,,,,,
KL 9570,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,KLM,KL,KLM,,3,,,,,,,,,,
DE 5707,,Expected,IsCodeshared,False,departures,2025-12-19 22:20Z,2025-12-19 17:20-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B18,"['Basic', 'Live']",CYWG,YWG,Winnipeg,America/Winnipeg,2025-12-20 01:12Z,2025-12-19 19:12-06:00,2025-12-20 01:09Z,2025-12-19 19:09-06:00,"['Basic', 'Live']",,,Boeing 737-800,Condor,DE,CFG,,3,,,,,,,,,,
WS 2694,,Departed,IsOperator,False,departures,2025-12-19 22:10Z,2025-12-19 17:10-05:00,2025-12-19 22:20Z,2025-12-19 17:20-05:00,3,B17,"['Basic', 'Live']",MMUN,CUN,Cancún,America/Cancun,,,,,[],,,,WestJet,WS,WJA,,,,,,,,,,,,
G3 6492,AAL1111,Delayed,IsCodeshared,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,Gol,G3,GLO,,,,,,,,,,,,
AA 1111,AAL1111,Delayed,IsOperator,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,American,AA,AAL,,,,,,,,,,,,
QR 2244,AAL1111,Delayed,IsCodeshared,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,Qatar,QR,QTR,,,,,,,,,,,,
PD 6046,AAL1111,Delayed,IsCodeshared,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,Porter,PD,POE,,,,,,,,,,,,
QF 4371,AAL1111,Delayed,IsCodeshared,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,Qantas,QF,QFA,,,,,,,,,,,,
AS 6710,AAL1111,Delayed,IsCodeshared,False,departures,2025-12-19 22:14Z,2025-12-19 17:14-05:00,2025-12-19 22:25Z,2025-12-19 17:25-05:00,3,A8,"['Basic', 'Live']",KDFW,DFW,Dallas-Fort Worth,America/Chicago,2025-12-20 01:54Z,2025-12-19 19:54-06:00,2025-12-20 01:04Z,2025-12-19 19:04-06:00,"['Basic', 'Live']",N987NN,ADC65E,Boeing 737-800,Alaska,AS,ASA,,,,,,,,,,,,
LH 6770,,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:26Z,2025-12-19 17:26-05:00,1,D26,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 02:08Z,2025-12-19 19:08-07:00,2025-12-20 02:59Z,2025-12-19 19:59-07:00,"['Basic', 'Live']",,,Airbus A220-300,Lufthansa,LH,DLH,,10,,,,,,,,,,
OS 8323,,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:26Z,2025-12-19 17:26-05:00,1,D26,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 02:08Z,2025-12-19 19:08-07:00,2025-12-20 02:59Z,2025-12-19 19:59-07:00,"['Basic', 'Live']",,,Airbus A220-300,Austrian,OS,AUA,,10,,,,,,,,,,
AV 6960,,Departed,IsCodeshared,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:26Z,2025-12-19 17:26-05:00,1,D26,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 02:08Z,2025-12-19 19:08-07:00,2025-12-20 02:59Z,2025-12-19 19:59-07:00,"['Basic', 'Live']",,,Airbus A220-300,Avianca,AV,AVA,,10,,,,,,,,,,
AC 171,,Departed,IsOperator,False,departures,2025-12-19 21:45Z,2025-12-19 16:45-05:00,2025-12-19 22:26Z,2025-12-19 17:26-05:00,1,D26,"['Basic', 'Live']",CYEG,YEG,Edmonton,America/Edmonton,2025-12-20 02:08Z,2025-12-19 19:08-07:00,2025-12-20 02:59Z,2025-12-19 19:59-07:00,"['Basic', 'Live']",,,Airbus A220-300,Air Canada,AC,ACA,,10,,,,,,,,,,
